Tool,Document ID,Sentence ID,Document,S,V,O/A,LOCATION,TIME,Sentence
Senna,1,35,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",pig,bustled up,,,the next morning,"Well , the little pig bustled up the next morning at four o'clock , and went off for the apples , hoping to get back before the wolf came ; but he had further to go , and had to climb the tree , so that just as he was coming down from it , he saw the wolf coming , which , as you may suppose , frightened him very much . "
Senna,1,35,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",,went off,,,,"Well , the little pig bustled up the next morning at four o'clock , and went off for the apples , hoping to get back before the wolf came ; but he had further to go , and had to climb the tree , so that just as he was coming down from it , he saw the wolf coming , which , as you may suppose , frightened him very much . "
Senna,1,35,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",wolf,hoping,,,,"Well , the little pig bustled up the next morning at four o'clock , and went off for the apples , hoping to get back before the wolf came ; but he had further to go , and had to climb the tree , so that just as he was coming down from it , he saw the wolf coming , which , as you may suppose , frightened him very much . "
Senna,1,35,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",wolf,came,,,,"Well , the little pig bustled up the next morning at four o'clock , and went off for the apples , hoping to get back before the wolf came ; but he had further to go , and had to climb the tree , so that just as he was coming down from it , he saw the wolf coming , which , as you may suppose , frightened him very much . "
Senna,1,35,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",he,had,,,,"Well , the little pig bustled up the next morning at four o'clock , and went off for the apples , hoping to get back before the wolf came ; but he had further to go , and had to climb the tree , so that just as he was coming down from it , he saw the wolf coming , which , as you may suppose , frightened him very much . "
Senna,1,35,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",he,go,,,,"Well , the little pig bustled up the next morning at four o'clock , and went off for the apples , hoping to get back before the wolf came ; but he had further to go , and had to climb the tree , so that just as he was coming down from it , he saw the wolf coming , which , as you may suppose , frightened him very much . "
Senna,1,35,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",he,climb,tree,,,"Well , the little pig bustled up the next morning at four o'clock , and went off for the apples , hoping to get back before the wolf came ; but he had further to go , and had to climb the tree , so that just as he was coming down from it , he saw the wolf coming , which , as you may suppose , frightened him very much . "
Senna,1,35,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",he,coming,,,,"Well , the little pig bustled up the next morning at four o'clock , and went off for the apples , hoping to get back before the wolf came ; but he had further to go , and had to climb the tree , so that just as he was coming down from it , he saw the wolf coming , which , as you may suppose , frightened him very much . "
Senna,1,35,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",he,saw,wolf,,,"Well , the little pig bustled up the next morning at four o'clock , and went off for the apples , hoping to get back before the wolf came ; but he had further to go , and had to climb the tree , so that just as he was coming down from it , he saw the wolf coming , which , as you may suppose , frightened him very much . "
Senna,1,35,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",wolf,coming,,,,"Well , the little pig bustled up the next morning at four o'clock , and went off for the apples , hoping to get back before the wolf came ; but he had further to go , and had to climb the tree , so that just as he was coming down from it , he saw the wolf coming , which , as you may suppose , frightened him very much . "
Senna,1,35,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",you,suppose,,,,"Well , the little pig bustled up the next morning at four o'clock , and went off for the apples , hoping to get back before the wolf came ; but he had further to go , and had to climb the tree , so that just as he was coming down from it , he saw the wolf coming , which , as you may suppose , frightened him very much . "
Senna,1,35,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",him,frightened,,,,"Well , the little pig bustled up the next morning at four o'clock , and went off for the apples , hoping to get back before the wolf came ; but he had further to go , and had to climb the tree , so that just as he was coming down from it , he saw the wolf coming , which , as you may suppose , frightened him very much . "
Senna,1,36,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",wolf,came up,,,When,"When the wolf came up he said : "" Little pig , what are you here before me ? "
Senna,1,36,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",he,said,,,,"When the wolf came up he said : "" Little pig , what are you here before me ? "
Open IE,1,38,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",I,throw,you,,,"""I will throw you down one."""
Senna,1,38,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",,said,pig,,,"Yes , very , "" said the little pig . "" "
Open IE,1,39,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",he,threw,it,,,"And he threw it so far, that, while the wolf was gone to pick it up, the little pig jumped down and ran home."
Open IE,1,39,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",pig,ran,home,,,"And he threw it so far, that, while the wolf was gone to pick it up, the little pig jumped down and ran home."
Senna,1,39,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",I,throw,you,,,"I will throw you down one. "" "
Senna,1,40,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",he,threw,it,,"while the wolf was gone to pick it up , the little pig jumped down and ran home .","And he threw it so far , that , while the wolf was gone to pick it up , the little pig jumped down and ran home . "
Senna,1,40,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",wolf,gone,,,,"And he threw it so far , that , while the wolf was gone to pick it up , the little pig jumped down and ran home . "
Senna,1,40,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",wolf,pick,it,,,"And he threw it so far , that , while the wolf was gone to pick it up , the little pig jumped down and ran home . "
Senna,1,40,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",pig,jumped,,,,"And he threw it so far , that , while the wolf was gone to pick it up , the little pig jumped down and ran home . "
Senna,1,40,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",pig,ran,,home,,"And he threw it so far , that , while the wolf was gone to pick it up , the little pig jumped down and ran home . "
Senna,1,41,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",wolf,came,,,The next day again,"The next day the wolf came again , and said to the little pig : "" Little pig , there is a fair at Shanklin this afternoon , will you go ? "" "" "
Senna,1,41,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",you,go,,,,"The next day the wolf came again , and said to the little pig : "" Little pig , there is a fair at Shanklin this afternoon , will you go ? "" "" "
Senna,1,42,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",pig,said,,,,"Oh yes , "" said the pig , "" I will go ; what time shall you be ready ? "" "" "
Senna,1,42,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",pig,go,,,,"Oh yes , "" said the pig , "" I will go ; what time shall you be ready ? "" "" "
Open IE,1,43,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",pig,bought,butter-churn,,,"So the little pig went off before the time as usual, and got to the fair, and bought a butter-churn, which he was going home with, when he saw the wolf coming."
Open IE,1,43,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",pig,went,time,,,"So the little pig went off before the time as usual, and got to the fair, and bought a butter-churn, which he was going home with, when he saw the wolf coming."
Senna,1,43,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",,said,wolf,,,"At three , "" said the wolf . "
Senna,1,44,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",pig,went off,,,before the time as usual,"So the little pig went off before the time as usual , and got to the fair , and bought a butter - churn , which he was going home with , when he saw the wolf coming . "
Senna,1,44,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",pig,got,fair,,when he saw the wolf coming .,"So the little pig went off before the time as usual , and got to the fair , and bought a butter - churn , which he was going home with , when he saw the wolf coming . "
Senna,1,44,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",pig,bought,butter,,when he saw the wolf coming .,"So the little pig went off before the time as usual , and got to the fair , and bought a butter - churn , which he was going home with , when he saw the wolf coming . "
Senna,1,44,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",butter,going,home,,"with , when he saw the wolf coming .","So the little pig went off before the time as usual , and got to the fair , and bought a butter - churn , which he was going home with , when he saw the wolf coming . "
Senna,1,44,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",he,saw,wolf,,,"So the little pig went off before the time as usual , and got to the fair , and bought a butter - churn , which he was going home with , when he saw the wolf coming . "
Senna,1,44,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",wolf,coming,,,,"So the little pig went off before the time as usual , and got to the fair , and bought a butter - churn , which he was going home with , when he saw the wolf coming . "
Open IE,1,45,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",he,ran,home,,,"So he got into the churn to hide, and by so doing turned it round, and it rolled down the hill with the pig in it, which frightened the wolf so much, that he ran home without going to the fair."
Senna,1,45,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",he,tell,what,,Then,Then he could not tell what to do . 
Senna,1,45,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",what,do,,,,Then he could not tell what to do . 
Open IE,1,46,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",He,told,him,,past ,"He went to the little pig's house, and told him how frightened he had been by a great round thing which came down the hill past him."
Open IE,1,46,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",He,went,pig house,,past ,"He went to the little pig's house, and told him how frightened he had been by a great round thing which came down the hill past him."
Senna,1,46,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",he,got,churn,,,"So he got into the churn to hide , and by so doing turned it round , and it rolled down the hill with the pig in it , which frightened the wolf so much , that he ran home without going to the fair . "
Senna,1,46,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",he,hide,,,,"So he got into the churn to hide , and by so doing turned it round , and it rolled down the hill with the pig in it , which frightened the wolf so much , that he ran home without going to the fair . "
Senna,1,46,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",it round,turned,,,,"So he got into the churn to hide , and by so doing turned it round , and it rolled down the hill with the pig in it , which frightened the wolf so much , that he ran home without going to the fair . "
Senna,1,46,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",,rolled down,,,"So he got into the churn to hide , and by so doing turned it round the hill with the pig in it , which frightened the wolf so much , that he ran home without going to the fair .","So he got into the churn to hide , and by so doing turned it round , and it rolled down the hill with the pig in it , which frightened the wolf so much , that he ran home without going to the fair . "
Senna,1,46,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",,frightened,wolf,,so much,"So he got into the churn to hide , and by so doing turned it round , and it rolled down the hill with the pig in it , which frightened the wolf so much , that he ran home without going to the fair . "
Senna,1,46,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",he,ran,,home,without going to the fair .,"So he got into the churn to hide , and by so doing turned it round , and it rolled down the hill with the pig in it , which frightened the wolf so much , that he ran home without going to the fair . "
Senna,1,46,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",he,going,fair,,,"So he got into the churn to hide , and by so doing turned it round , and it rolled down the hill with the pig in it , which frightened the wolf so much , that he ran home without going to the fair . "
Senna,1,47,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",He,went,pig,,,"He went to the little pig 's house , and told him how frightened he had been by a great round thing which came down the hill past him. "
Senna,1,47,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",He,told,him,,,"He went to the little pig 's house , and told him how frightened he had been by a great round thing which came down the hill past him. "
Senna,1,47,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",round thing,came,hill,,past him.,"He went to the little pig 's house , and told him how frightened he had been by a great round thing which came down the hill past him. "
Open IE,1,48,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",I,bought,butter-churn,,,"I had been to the fair and bought a butter-churn, and when I saw you, I got into it, and rolled down the hill."""
Open IE,1,48,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",I,got,it,,,"I had been to the fair and bought a butter-churn, and when I saw you, I got into it, and rolled down the hill."""
Open IE,1,48,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",I,rolled,hill,,,"I had been to the fair and bought a butter-churn, and when I saw you, I got into it, and rolled down the hill."""
Open IE,1,48,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",I,saw,you,,,"I had been to the fair and bought a butter-churn, and when I saw you, I got into it, and rolled down the hill."""
Senna,1,48,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",pig,said,,,Then,"Then the little pig said : "" Hah , I frightened you , then . "
Senna,1,48,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",I,frightened,you,,"Then the little pig said : "" Hah","Then the little pig said : "" Hah , I frightened you , then . "
Open IE,1,49,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",he,eat,pig,,,"Then the wolf was very angry indeed, and declared he would eat up the little pig, and that he would get down the chimney after him."
Open IE,1,49,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",he,get,chimney,,,"Then the wolf was very angry indeed, and declared he would eat up the little pig, and that he would get down the chimney after him."
Open IE,1,49,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",he,get,him,,,"Then the wolf was very angry indeed, and declared he would eat up the little pig, and that he would get down the chimney after him."
Senna,1,49,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",I,bought,butter,,,"I had been to the fair and bought a butter - churn , and when I saw you , I got into it , and rolled down the hill . "" "
Senna,1,49,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",I,saw,you,,when,"I had been to the fair and bought a butter - churn , and when I saw you , I got into it , and rolled down the hill . "" "
Senna,1,49,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",I,got,it,,I had been to the,"I had been to the fair and bought a butter - churn , and when I saw you , I got into it , and rolled down the hill . "" "
Senna,1,49,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",I,rolled down,hill,,,"I had been to the fair and bought a butter - churn , and when I saw you , I got into it , and rolled down the hill . "" "
Open IE,1,50,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",he,made,fire,,supper ,"When the little pig saw what he was about, he hung on the pot full of water, and made up a blazing fire, and, just as the wolf was coming down, took off the cover, and in fell the wolf; so the little pig put on the cover again in an instant, boiled him up, and ate him for supper, and lived happy ever afterwards."
Open IE,1,50,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",pig,ate,him,,supper ,"When the little pig saw what he was about, he hung on the pot full of water, and made up a blazing fire, and, just as the wolf was coming down, took off the cover, and in fell the wolf; so the little pig put on the cover again in an instant, boiled him up, and ate him for supper, and lived happy ever afterwards."
Open IE,1,50,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",pig,boiled,him,,supper ,"When the little pig saw what he was about, he hung on the pot full of water, and made up a blazing fire, and, just as the wolf was coming down, took off the cover, and in fell the wolf; so the little pig put on the cover again in an instant, boiled him up, and ate him for supper, and lived happy ever afterwards."
Open IE,1,50,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",pig,put,cover,,supper ,"When the little pig saw what he was about, he hung on the pot full of water, and made up a blazing fire, and, just as the wolf was coming down, took off the cover, and in fell the wolf; so the little pig put on the cover again in an instant, boiled him up, and ate him for supper, and lived happy ever afterwards."
Open IE,1,50,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",pig,put,instant,,supper ,"When the little pig saw what he was about, he hung on the pot full of water, and made up a blazing fire, and, just as the wolf was coming down, took off the cover, and in fell the wolf; so the little pig put on the cover again in an instant, boiled him up, and ate him for supper, and lived happy ever afterwards."
Senna,1,50,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",wolf,declared,he,,,"Then the wolf was very angry indeed , and declared he would eat up the little pig , and that he would get down the chimney after him. "
Senna,1,50,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",he,eat up,pig,,,"Then the wolf was very angry indeed , and declared he would eat up the little pig , and that he would get down the chimney after him. "
Senna,1,50,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",he,get,chimney,,after him.,"Then the wolf was very angry indeed , and declared he would eat up the little pig , and that he would get down the chimney after him. "
Senna,1,51,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",pig,saw,what he,,,"When the little pig saw what he was about , he hung on the pot full of water , and made up a blazing fire , and , just as the wolf was coming down , took off the cover , and in fell the wolf ; so the little pig put on the cover again in an instant , boiled him up , and ate him for supper , and lived happy ever afterwards . "
Senna,1,51,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",he,hung,pot,,,"When the little pig saw what he was about , he hung on the pot full of water , and made up a blazing fire , and , just as the wolf was coming down , took off the cover , and in fell the wolf ; so the little pig put on the cover again in an instant , boiled him up , and ate him for supper , and lived happy ever afterwards . "
Senna,1,51,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",he,made up,fire,,,"When the little pig saw what he was about , he hung on the pot full of water , and made up a blazing fire , and , just as the wolf was coming down , took off the cover , and in fell the wolf ; so the little pig put on the cover again in an instant , boiled him up , and ate him for supper , and lived happy ever afterwards . "
Senna,1,51,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",fire,blazing,,,,"When the little pig saw what he was about , he hung on the pot full of water , and made up a blazing fire , and , just as the wolf was coming down , took off the cover , and in fell the wolf ; so the little pig put on the cover again in an instant , boiled him up , and ate him for supper , and lived happy ever afterwards . "
Senna,1,51,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",wolf,coming,,,,"When the little pig saw what he was about , he hung on the pot full of water , and made up a blazing fire , and , just as the wolf was coming down , took off the cover , and in fell the wolf ; so the little pig put on the cover again in an instant , boiled him up , and ate him for supper , and lived happy ever afterwards . "
Senna,1,51,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",cover,took off,,,,"When the little pig saw what he was about , he hung on the pot full of water , and made up a blazing fire , and , just as the wolf was coming down , took off the cover , and in fell the wolf ; so the little pig put on the cover again in an instant , boiled him up , and ate him for supper , and lived happy ever afterwards . "
Senna,1,51,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",wolf,fell,,,,"When the little pig saw what he was about , he hung on the pot full of water , and made up a blazing fire , and , just as the wolf was coming down , took off the cover , and in fell the wolf ; so the little pig put on the cover again in an instant , boiled him up , and ate him for supper , and lived happy ever afterwards . "
Senna,1,51,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",pig,put,cover,in an instant,again,"When the little pig saw what he was about , he hung on the pot full of water , and made up a blazing fire , and , just as the wolf was coming down , took off the cover , and in fell the wolf ; so the little pig put on the cover again in an instant , boiled him up , and ate him for supper , and lived happy ever afterwards . "
Senna,1,51,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",him,boiled,,,,"When the little pig saw what he was about , he hung on the pot full of water , and made up a blazing fire , and , just as the wolf was coming down , took off the cover , and in fell the wolf ; so the little pig put on the cover again in an instant , boiled him up , and ate him for supper , and lived happy ever afterwards . "
Senna,1,51,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",pig,ate,him,,,"When the little pig saw what he was about , he hung on the pot full of water , and made up a blazing fire , and , just as the wolf was coming down , took off the cover , and in fell the wolf ; so the little pig put on the cover again in an instant , boiled him up , and ate him for supper , and lived happy ever afterwards . "
Senna,1,51,"=hyperlink(""/Users/admin/Desktop/EMORY/Academics/Spring_2021/SOC497R/NLP2/sampleData/test/The Three Little Pigs.txt"")",,lived,,,ever afterwards,"When the little pig saw what he was about , he hung on the pot full of water , and made up a blazing fire , and , just as the wolf was coming down , took off the cover , and in fell the wolf ; so the little pig put on the cover again in an instant , boiled him up , and ate him for supper , and lived happy ever afterwards . "
